appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
11835818,20080103,20080000949,Method of Joining Using Reactive Multilayer Foils With Enhanced Control of Molten Joining Materials,"In accordance with the invention, bodies of materials are joined by disposing between them a reactive multilayer foil and one or more layers of meltable joining material such as braze or solder. The bodies are pressed together against the foil and joining material, and the foil is ignited to melt the joining material. The pressing is near the critical pressure and typically produces a joint having a strength of at least 70-85% the maximum strength producible at practical maximum pressures. Thus for example, reactively formed stainless steel soldered joints that were heretofore made at an applied pressure of about 100 MPa can be made with substantially the same strength at a critical applied pressure of about 10 kPa. Advantages of the process include minimization of braze or solder extrusion and reduced equipment and processing costs, especially in the joining of large bodies. ",[Jiaping Wang][Omar Knio][Timothy Weihs][Etienne Besnoin],""," This application is a divisional of U.S. patent application Ser. No. 10/898,650, filed on Jul. 23, 2004, titled &#x201C;Method of Joining Using Reactive Multilayer Foils With Enhanced Control of Molten Joining Materials,&#x201D; which in turn claims the benefit of U.S. Provisional Application Ser. No. 60/489,378 filed by Jiaping Wang et al. on Jul. 23, 2003, titled &#x201C;Methodology of Controlling Flow of Molten Solder or Braze in Reactive Multilayer Joining&#x201D;.  This application is also a continuation-in-part of U.S. patent application Ser. No. 10/844,816 filed by Jiaping Wang et al. on May 13, 2004, titled &#x201C;Nanostructured Soldered or Brazed Joints Made With Reactive Multilayered Foils,&#x201D; which in turn claims the benefit of two U.S. Provisional Applications: 1) Ser. No. 60/469,841 filed by Etienne Besnoir et al. on May 13, 2003, titled &#x201C;Method of Controlling Thermal Waves In Reactive Multilayer Joining and Resulting Product,&#x201D; and 2) Ser. No. 60/475,830 filed by Jiaping Wang et al. on Jun. 4, 2003, titled &#x201C;Microstructure of Solder or Braze in Joints Made With Freestanding Reactive Multilayer Foils&#x201D;.  This application is also a continuation-in-part of U.S. patent application Ser. No. 10/761,688 filed by T. Weihs et al. on Jan. 21, 2004, titled &#x201C;Freestanding Reactive Multilayer Foils,&#x201D; which is a divisional of U.S. patent application Ser. No. 09/846,486 filed on May 1, 2001, titled &#x201C;Freestanding Reactive Multilayer Foils,&#x201D; which in turn claims the benefit of U.S. Provisional Application Ser. No. 60/201,292 filed by T. Weihs et al. on May 2, 2000, titled &#x201C;Reactive Multilayer Foils&#x201D;. U.S. application Ser. Nos. 10/898,650; 60/489,378; 10/844,816; 60/469,841; 60/475,830; 10/761,688; 09/846,486; and 60/201,292 are hereby incorporated herein by reference. ",20070808, The United States Government has certain rights in this invention pursuant to Award DM1-0115238 supported by NSF.,10898650,11835818,"",""
11810895,20080103,20080001116,Method for producing bi-continuous and high internal phase nanostructures,"A process for producing bi-continuous morphologies in polymer melts and solids, wherein two distinct domains or phases percolate and macroscopically connect throughout the composition. The process proceeds by simply mixing the components in a common solvent and casting a film by slow removal of the solvent. Bulk materials can be produced by mixing the components in an extruder, compounder, or other specialized equipment for processing molten polymers, and forming into a pellet, fiber, film, sheet, or molded part. The invention allows the production of materials with unique or unusual combinations of transparency, high electronic or ionic conductivity, high vapor transport rates, and/or high absorption rates of moisture or vapors . Particles used in the present invention are 5-10 nm to yield a scale of the bi-continuous structures of 10-50 nm. The materials can be produced in bulk form, or in films 1-100 microns thick. ",[Glenn Fredrickson][Edward Kramer][Bumjoon Kim][Craig Hawker],""," This application claims the benefit of U.S. Provisional Application No. 60/813,298 filed Jun. 12, 2006, and which is incorporated herein by reference.",20070607," This invention was made with Government support under Grant No. DMR0520415, awarded by the NSF. The Government has certain rights in this invention.","","","",""
11253595,20080103,20080001167,Light emitting device including semiconductor nanocrystals,A light emitting device includes a semiconductor nanocrystal in a layer. The layer can be a monolayer of semiconductor nanocrystals. The monolayer can form a pattern on a substrate. ,[Seth Coe-Sullivan][Jonathan Steckel][LeeAnn Kim][Moungi Bawendi][Vladimir Bulovic],""," This application claims priority to provisional U.S. Patent Application No. 60/620,967, filed Oct. 22, 2004, and to provisional U.S. Patent Application No. 60/629,579, filed Nov. 22, 2004, each of which is incorporated by reference in its entirety.",20051020, The U.S. Government may have certain rights in this invention pursuant to Grant No. DMR-9808941 from the National Science Foundation.,"","","",""
11426946,20080103,20080001315,IMPROVED ENGINE CARBURETION,"An emulsion tube for a carburetor is formed with a porous wall surrounding an inner passage, wherein air travels about one side of the wall and fuel travels about the opposite side, with air being supplied through the pores to aerate the fuel (with the aerated fuel then being expelled into a venturi wherein engine intake air is traveling to further mix the fuel with the intake air therein). The emulsion tube can beneficially provide a high degree of fuel/air mixing across the entire range of intake airstream flow rates at which an engine may operate. The porosity of the emulsion tube can also be tailored to provide the desired fuel/air ratio(s) across the engine's operational range of intake airstream flow rates.",[Timothy A. Shedd][Wayne L. Staats][Terry L. Hendricks],"","",20060628,This invention was made with United States government support awarded by the following agencies:NSF Grant No(s).: 0134510The United States has certain rights in this invention.,"","","",""
11722159,20080103,20080001608,High Precision Voltage Source for Electrical Impedance Tomography,"An EIT system includes a plurality of voltage sources for supplying a corresponding plurality of voltages to a corresponding number of other structures, voltage source calibration means for calibrating each voltage source, and switching means for individually connecting the calibration means to each voltage source in succession during a period when each other structure is in an inactive condition. Calibrating respective voltages and currents for each voltage source compensates for shunt impedance of each voltage source. A method for calibrating the system includes individually connecting the calibration means to each voltage source in succession during a period when each other structure is in an inactive condition for calibrating all of said voltage sources in the same way. ",[Gary Saulnier][Ning Liu][Alexander Ross],""," This U.S. patent application claims priority on, and all benefits available from U.S. provisional patent application 60/641,508 filed Jan. 5, 2005, all of which is incorporated here by reference.",20051230," Development of the present invention was supported, in part, by CenSSIS, the Center for Subsurface Sensing and Imaging Systems, under the Engineering Research Center Program of the National Science Foundation (Award number EEC-9986821).","","",20070619,PCT/US05/47477
11762501,20080103,20080002121,Fast Switching Electro-Optical Devices Using Banana-Shaped Liquid Crystals,"The invention is directed to liquid crystal display and electro-optical devices having faster switching times, a wider viewing angle, continuous gray level, improved transmittance of the clear state, approximately no threshold voltage and low power consumption. The aspects of the invention are achieved by a liquid crystal device comprising an orthogonal nematic, smectic or columnar liquid crystal phase, which is uniaxial in absence of electric field, but becomes biaxial when electric field is applied normal to the director (in between electrodes for planar alignment, or in-plane electric field in case of homeotropic alignment). This electric field induced biaxiality (EFIB) mode is provided using any dielectric orthogonal nematic, smectic or columnar bent-core liquid crystal phase. The nature of the switching is dielectric (not piezoelectric) and does not involve variation of layer spacing variation, so as to be mechanically much more stable than prior systems. The high switching speed combined with a large change in the effective birefringence and constant optical axis of the liquid crystal materials provide useful features in various applications, such as liquid crystal television, beam steering, spatial light modulators, and a variety of other applications.",[Antal I. Jakli],[KENT STATE UNIVERSITY],"",20070613,"The United States Government has a paid-up license in this invention and may have the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of Grant DMS-0456221, awarded by the National Science Foundation and a National Science Foundation International U.S./Hungary travel grant INT-0225963.","","","",""
11770553,20080103,20080002209,HARMONICALLY MATCHED DIFFRACTION GRATING PAIR,"A method and device realize shallow gratings-based planar beam splitter/combiner. Non-trivial phase shifts between different ports of resulting interferometers are used to acquire full-field phase measurements. The non-trivial phase shifts between different ports of the planar beam splitter/combiner can be adjusted by simply shearing one grating with respect to the second grating. The two shallow diffraction gratings are harmonically-related and can be recorded on a single substrate for compact interferometric based schemes. During the recording process, the two gratings are aligned such that the grating planes and the grating vectors are parallel to that of each other. The relative phase of the recording beams controls the shearing between the recorded harmonically-related shallow phase gratings. The relative shearing of the two gratings defines the non-trivial phase shift between different ports of the compact planar beam splitter/combiner.",[Zahid Yaqoob][Jigang Wu][Marinko Venci Sarunic][Changhuei Yang],[CALIFORNIA INSTITUTE OF TECNOLOGY],"This application claims the benefit under 35 U.S.C. Section 119(e) of the following co-pending and commonly-assigned U.S. provisional patent application(s), which is/are incorporated by reference herein:Provisional Application Ser. No. 60/817,053, filed on Jun. 28, 2006, by Zahid Yaqoob, Jigang Wu, and Changhuei Yang, entitled &#x201C;DIFFRACTION GRATINGS-BASED INTERFEROMETER FOR QUADRATURE PHASE MEASUREMENTS,&#x201D; attorneys' docket number 176.33-US-U1 (CIT-4673-P); andU.S. Patent Application Ser. No. 60/833,748, filed on Jul. 27, 2006, by Zahid Yaqoob, Marinko Sarunic, and Changhuei Yang, entitled &#x201C;HARMONICALLY RELATED GRATINGS-BASED FULL-RANGE OPTICAL COHERENCE TOMOGRAPHY,&#x201D; attorneys' docket number 176.33-US-P2 (CIT-4704-P).",20070628,The U.S. Government has certain rights in this invention pursuant to Grant No. BES-0547657 awarded by the National Science Foundation.,"","","",""
11701974,20080103,20080003130,Methods for production of silver nanostructures,"Methods for producing silver nanostructures with improved dimensional control, yield, purity, monodispersity, and scale of synthesis. ",[Younan Xia][Sang-Hyuk Im][Yun Lee][Yugang Sun][Benjamin Wiley],[University of Washington]," This application claims the benefit of U.S. Provisional Application No. 60/764,541, filed Feb. 1, 2006, the entirety of which is incorporated herein by reference.",20070201," This work has been supported in part by ONR (N-00014-01-1-0976), a research grant from the NIH (R01 CA120480-01), by the NSF (DMR-0451788).","","","",""
11728943,20080103,20080003183,Nanoparticle radiosensitizers,"Herein is described Nanostructure Enhanced X-ray Therapy (NEXT), which uses nanomaterials as radiosensitizers to enhance electromagnetic radiation absorption in specific cells or tissues. The nanomaterial radiosensitizers emit Auger electrons and generate radicals in response to electromagnetic radiation, which can cause localized damage to DNA or other cellular structures such as membranes. The nanomaterial radiosensitizers contain moieties for specific targeting to molecules or structures in a cell or tissue, and can be functionalized for increased stability and solubility. The nanomaterial radiosensitizers can also be used as detection agents to help in early diagnosis of disease. Together with known techniques such as Computed Tomography or Computerized Axial Tomography (CT or CAT scan), these nanomaterial radiosensitizers could allow early diagnosis and treatment of diseases such as cancer and HIV. ",[Ting Guo],[THE REGENTS OF THE UNIVERSITY OF CALIFORNIA]," This application is a Continuation-in-Part of International Application number PCT/US2005/034949, filed Sep. 27, 2005, which claims the benefit under 35 USC &#xA7; 119(e) of U.S. Provisional application No. 60/614,137, filed Sep. 28, 2004.",20070326, This invention was made with U.S. Government support from the National Science Foundation grant number 0135132. The U.S. Government may have certain rights in this invention.,PCT/US05/34949,11728943,"",""
11626184,20080103,20080003597,MULTIDIMENSIONAL ORGANIZATION OF HETEROMOLECULES BY ROBUST DNA MOTIFS,Two dimensional polynucleic acid arrays are assembled from robust nucleic acid motifs as polygonal units. The polygonal units in an array have edges composed of nucleic acid multi-crossover domains and are joined together by double cohesion of adjacent polygonal units. A subset of polygonal units in the array have a nanoparticle or pendant molecule attached to an end of one edge of each polygonal unit within this subset. ,[Nadrian Seeman][Jiwen Zheng][Pamela Constantinou],[New York University]," The present application claims the benefit of priority under 35 U.S.C. &#xA7;119(e) from U.S. provisional application No. 60/760,929, filed Jan. 23, 2006, the entire contents of which are hereby incorporated by reference.",20070123," The experiments reported in this application were supported in part by: the National institute of General Medical Sciences, grant no. GM-29554; the National Science Foundation, grant nos. DMI-0210844, EIA-0086015, CCF-0432009, CCF-0523290 and CTS-0103002; and Army Research Office, grant no. 48681-EL. The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of the above grants.","","","",""
