appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
13493611,20130103,20130000119,MEMS DEVICE AND METHOD FOR DELIVERY OF THERAPEUTIC AGENTS,"Embodiments of an implantable device for delivering a therapeutic agent to a patient include a reservoir configured to contain a liquid comprising the therapeutic agent, and a cannula in fluid communication with the reservoir. The cannula is shaped to facilitate insertion thereof into a patient's eyeball.","","","This application is a continuation of, claims priority to and the benefit of, and incorporates by reference herein in its entirety U.S. patent application Ser. No. 11/686,310, which was filed on Mar. 14, 2007 and which claimed priority to and the benefit of U.S. Provisional Patent Application No. 60/781,969, filed Mar. 14, 2006, entitled &#x201C;Provisional Patent Report: Implantable MEMS Ocular Drug Delivery System,&#x201D; which is also incorporated in its entirety by reference herein.",20120611,"Work leading to the invention described herein was supported by the U.S. Government, so the U.S. Government has certain rights to the invention pursuant to Grant No. EEC-0310723 awarded by the National Science Foundation.",12790240,13493611,"",""
13507448,20130103,20130000447,System and method for making a structured magnetic material with integrated particle insulation,"A system for making a material having domains with insulated boundaries is provided. The system includes a droplet spray subsystem configured to create molten alloy droplets and direct the molten alloy droplets to a surface, a gas subsystem configured to introduce one or more reactive gases to an area proximate in-flight droplets. The one or more reactive gases creates an insulation layer on the droplets in flight such that the droplets form a material having domains with insulated boundaries.","","","This application hereby claims the benefit of and priority to U.S. Provisional Application Ser. No. 61/571,551, filed on Jun. 30, 2011, under 35 U.S.C. &#xA7;&#xA7;119, 120, 363, 365, and 37 C.F.R. &#xA7;1.55 and &#xA7;1.78, which application is incorporated herein by reference.",20120629,"This invention was partially funded by a grant from the National Science Foundation under SBIR Phase I, Award No. IIP-1113202. The National Science Foundation may have certain rights in certain aspects of the subject invention.","","","",""
13507447,20130103,20130000860,System and method for making a structured magnetic material via layered particle deposition,"A system for making a material having domains with insulated boundaries is provided. The system includes a droplet spray subsystem configured to create molten alloy droplets and direct the molten alloy droplets to a surface, a spray subsystem configured to direct a spray of an agent at deposited droplets on the surface. The agent creates insulation layers on the deposited droplets such that the droplets form a material having domains with insulated boundaries on the surface.","","","This application hereby claims the benefit of and priority to U.S. Provisional Application Ser. No. 61/571,551, filed on Jun. 30, 2011, under 35 U.S.C. &#xA7;&#xA7;119, 120, 363, 365, and 37 C.F.R. &#xA7;1.55 and &#xA7;1.78, which application is incorporated herein by reference.",20120629,"This invention was partially funded by a grant from the National Science Foundation under SBIR Phase I, Award No. IIP-1113202. The National Science Foundation may have certain rights in certain aspects of the subject invention.","","","",""
13507451,20130103,20130000861,System and method for making structured magnetic material from insulated particles,"A system for making a material having domains with insulated boundaries is provided. The system includes a combustion chamber, a gas inlet configured to inject a gas into the combustion chamber, a fuel inlet configured to inject a fuel into the combustion chamber, an igniter subsystem configured to ignite a mixture of the gas and the fuel to create a predetermined temperature and pressure in the combustion chamber, a metal powder inlet configured to inject a metal powder comprised of particles coated with an electrically insulating material into the combustion, wherein the predetermined temperature creates conditioned droplets comprised of the metal powder in the chamber, and an outlet configured to eject and accelerate combustion gases and the conditioned droplets from the combustion chamber and towards a surface such that conditioned droplets adhere to the surface to form a material having domains with insulated boundaries thereon.","","","This application hereby claims the benefit of and priority to U.S. Provisional Application Ser. No. 61/571,551, filed on Jun. 30, 2011, under 35 U.S.C. &#xA7;&#xA7;119, 120, 363, 365, and 37 C.F.R. &#xA7;1.55 and &#xA7;1.78, which application is incorporated herein by reference.",20120629,"This invention was partially funded by a grant from the National Science Foundation under SBIR Phase I, Award No. IIP-1113202. The National Science Foundation may have certain rights in certain aspects of the subject invention.","","","",""
13573259,20130103,20130001068,Production process for chemically functionalized nano graphene materials,"A combined production-functionalization process for producing a chemically functionalized nano graphene material from a pre-intercalated, oxidized, or halogenated graphite material, comprising: (A) Producing exfoliated graphite from the pre-intercalated, oxidized, or halogenated graphite material, wherein the graphite material is selected from the group consisting of natural graphite, artificial graphite, highly oriented pyrolytic graphite, carbon fiber, graphite fiber, carbon nano-fiber, graphitic nano-fiber, meso-carbon micro-bead, graphitized coke, and combinations thereof; (B) Dispersing the exfoliated graphite and an azide or bi-radical compound in a liquid medium to form a suspension; (C) Subjecting the suspension to ultrasonication with ultrasonic waves of a desired intensity for a length of time sufficient to produce nano graphene platelets and to enable a chemical reaction to occur between the nano graphene platelets and the azide or bi-radical compound to produce the functionalized nano graphene material.","","","",20120906,The present invention is a result of a research and development project sponsored by the US National Science Foundation Small Business Technology Transfer (STTR) Program.,12460860,13573259,"",""
13577964,20130103,20130001516,GRAPHITE AND/OR GRAPHENE SEMICONDUCTOR DEVICES,"Various embodiments are provided for graphite and/or graphene based semiconductor devices. In one embodiment, a semiconductor device includes a semiconductor layer and a semimetal stack. In another embodiment, the semiconductor device includes a semiconductor layer and a zero gap semiconductor layer. The semimetal stack/zero gap semiconductor layer is formed on the semiconductor layer, which forms a Schottky barrier. In another embodiment, a semiconductor device includes first and second semiconductor layers and a semimetal stack. In another embodiment, a semiconductor device includes first and second semiconductor layers and a zero gap semiconductor layer. The first semiconductor layer includes a first semiconducting material and the second semi conductor layer includes a second semiconducting material formed on the first semiconductor layer. The semimetal stack/zero gap semiconductor layer is formed on the second semiconductor layer, which forms a Schottky barrier.","","","This application claims priority to copending U.S. provisional application entitled &#x201C;GRAPHITE AND/OR GRAPHENE SEMICONDUCTOR DEVICES&#x201D; having Ser. No. 61/314,127, filed Mar. 15, 2010, the entirety of which is hereby incorporated by reference.",20110314,This invention was made with government support under agreements DMR-0704240 and DMR-0851707 awarded by the National Science Foundation. The Government has certain rights in the invention.,"","",20120809,PCT/US11/28319
13507449,20130103,20130002085,Structured magnetic material,"A bulk material formed on a surface is provided. The bulk material includes a plurality of adhered domains of metal material, substantially all of the domains of the plurality of domains of metal material separated by a predetermined layer of high resistivity insulating material. A first portion of the plurality of domains forms a surface. A second portion of the plurality of domains includes successive domains of metal material progressing from the first portion. Substantially all of the domains in the successive domains each include a first surface and a second surface, the first surface opposing the second surface, the second surface conforming to a shape of progressed domains, and a majority of the domains in the successive domains in the second portion having the first surface comprising a substantially convex surface and the second surface comprising one or more substantially concave surfaces.","","","This application hereby claims the benefit of and priority to U.S. Provisional Application Ser. No. 61/571,551, filed on Jun. 30, 2011, under 35 U.S.C. &#xA7;&#xA7;119, 120, 363, 365, and 37 C.F.R. &#xA7;1.55 and &#xA7;1.78, which application is incorporated herein by reference.",20120629,"This invention was partially funded by a grant from the National Science Foundation under SBIR Phase I, Award No. IIP-1113202. The National Science Foundation may have certain rights in certain aspects of the subject invention.","","","",""
13507450,20130103,20130004359,System and method for making a structured material,"A system for forming a bulk material having insulated boundaries from a metal material and a source of an insulating material is provided. The system includes a heating device, a deposition device, a coating device, and a support configured to support the bulk material. The heating device heats the metal material to form particles having a softened or molten state and the coating device coats the metal material with the insulating material from the source and the deposition device deposits particles of the metal material in the softened or molten state on the support to form the bulk material having insulated boundaries.","","","This application hereby claims the benefit of and priority to U.S. Provisional Application Ser. No. 61/571,551, filed on Jun. 30, 2011, under 35 U.S.C. &#xA7;&#xA7;119, 120, 363, 365, and 37 C.F.R. &#xA7;1.55 and &#xA7;1.78, which application is incorporated herein by reference.",20120629,"This invention was partially funded by a grant from the National Science Foundation under SBIR Phase I, Award No. IIP-1113202. The National Science Foundation may have certain rights in certain aspects of the subject invention.","","","",""
13493691,20130103,20130004427,TARGETED DENDRIMER-DRUG CONJUGATES,The invention provides for dendrimer conjugates useful for liver-specific delivery of therapeutic agents. The therapeutic agent is associated to the dendrimer through a enzyme-cleavable covalent linkage.,"",[THE REGENTS OF THE UNIVERSITY OF MICHIGAN],"This application claims priority to International Patent Application No. PCT/US2010/60093, filed on Dec. 13, 2010, which claims priority to U.S. Provisional Patent Application No. 61/285,811, filed Dec. 11, 2009; the contents of each are incorporated herein by reference in their entirety.",20120611,This invention was made with government support under CBET0747762 awarded by the National Science Foundation. The government has certain rights in the invention.,PCT/US10/60093,13493691,"",""
13634576,20130103,20130004453,NYLON-3 CO-POLYMERS AND SYNTHETIC LUNG SURFACTANT COMPOSITIONS CONTAINING SAME,"Non-natural oligomers have recently shown promise as functional analogues of lung surfactant proteins Band C (SP-B and SP-C), two helical and amphiphilic proteins that are clitical for normal respiration. The generation of non-natural mimics of SP-B and SP-C has previously been restlicted to step-by-step, sequence-specific synthesis, which results in discrete oligomers that are intended to manifest specific structural attributes. Presented herein an alternative approach to SP-R mimicry that is based on sequence-random copolymers containing cationic and lipophilic subunits. These materials, members of the nylon-3 family, arc prepared by ling-opening polymelization of 13-lactams. The best of the nylon-3 polymers display promising in vitro surfactant activities in a mixed lipid film. Pulsating bubble surfactometry data indicate that films containing the most surface-active polymers attain adsorptive and dynamic-cycling properties that surpass those of discrete peptides intended to mimic SP-B.","","","",20110317,"This invention was made with government support under 0404704, 0425880, and 0101195 awarded by the National Science Foundation and HL067984 awarded by the National Institutes of Health. The government has certain rights in the invention.","","",20120913,PCT/US2011/028813
