patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
07313948,20080101,Real time detection of loss of cantilever sensing loss,11419616,20060213261,20060928,"An approach to detect when a cantilever loses interaction with a sample, thereby detecting when a portion of an image obtained using a cantilever is spurious is presented. An observer based estimation of cantilever deflection is compared to the cantilever deflection and the resulting innovation is used to detect when the cantilever loses interaction. The loss of interaction is determined when the innovation is outside of and/or below a threshold level.",[Murti V. Salapaka][Tathagata De][Pranav Agarwal][Deepak Ranjan Sahoo],[Iowa State University Research Foundation],"This patent application is a continuation-in-part of U.S. patent application Ser. No. 10/953,195, filed Sep. 29, 2004 now U.S. Pat. No. 7,066,014, which claims the benefit of U.S. Provisional Patent Application No. 60/507,409, filed Sep. 30, 2003, the entire disclosures which are incorporated by reference in their entirety herein.",20060522,This invention was made in part with Government support under Grant Number ECS-0330224 awarded by the National Science Foundation. The Government may have certain rights in this invention.,10953195,11419616,"",""
07314070,20080101,Method and apparatus for gradient generation,11037459,20050217750,20051006,"A method and apparatus for treating a fluid. A method for treating a fluid may include combining two or more separate streams into a common stream and then splitting the common stream into a new set of separate streams wherein the separate streams may possess different properties. The separate streams may be combined to produce a gradient, such as a concentration gradient or shear gradient. The apparatus of the invention may provide a network of fluidic channels that may be used to manipulate a fluid to produce, for example, a gradient or a series of solutions containing a substance at varying concentrations.",[Noo Li Jeon][Stephan K. W. Dertinger][Daniel T. Chiu][Insung S. Choi][George M. Whitesides],[President and Fellows of Harvard College],"This application is a continuation of U.S. patent application Ser. No. 10/690,475, filed Oct. 21, 2003 now U.S. Pat. No. 6,883,559, which is a divisional of U.S. patent application Ser. No. 09/954,710, filed Sep. 18, 2001 now U.S. Pat. No. 6,705,357, which claims the benefit under Title 35 U.S.C. &#xA7;119(e) of U.S. provisional application Ser. No. 60/233,142, filed Sep. 18, 2000, all of which are incorporated herein by reference.",20050118,This invention was sponsored by the National Science Foundation Grant No. ECS9729405. The government has certain rights in the invention.,10690475,11037459,"",""
07314550,20080101,"Analytical separations with polyelectrolyte layers, molecular micelles, or zwitterionic polymers",10283471,20040084312,20040506,"Polymeric surfactants (molecular micelles) are disclosed for use in open tubular capillary electrochromatography or in high performance liquid chromatography. For example, fused silica capillaries are coated with thin films of charged polymers in a polyelectrolyte multilayer (PEM). A PEM coating may be formed in situ by alternate rinses with positive and negative polyelectrolytes. At least the innermost of the negatively charged polymer layers is a molecular micelle. Prototype embodiments have successfully separated seven benzodiazepines from one another. The run-to-run, day-to-day, week-to-week and capillary-to-capillary reproducibilities were very good, with relative standard deviation values less than 0.01. The PEM-coated capillary was very robust over at least 200 runs. Stability against high and low pH values was also observed. Using chiral polymerized micelles, chiral separations may be achieved, as was demonstrated with a separation of the enantiomers of 1,1′-binaphthyl-2,2′-dihydrogenphosphate. Alternatively, layers for use in this invention may be formed from zwitterionic polymers in lieu of separate cationic and anionic layers. Zwitterionic polymer layers may be used either with or without molecular micelles.",[Isiah M. Warner][Joseph B. Schlenoff][Constantina P. Kapnissi],[Board of Supervisors of Louisiana State University And Agricultural and Mechanical College][Florida State University],"",20021030,The development of this invention was partially funded by the Government under grant number NIGMS/NIH -2 RO1 GM39844-11 awarded by the National Institutes of Health; and under grant numbers CHE-9632916 and CHE-0091726 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
07314723,20080101,Method of identifying chemical agents which stimulate odorant receptors of sensory neurons,10954778,20050153368,20050714,The present invention provides methods for identifying agents which modulate mosquito odorant receptors. The methods disclosed herein use genetic material of mosquito odorant receptors to express those receptors in a foreign host system in which the endogenous receptors have been removed.,[Laurence J. Zwiebel],[Vanderbilt University],"This application is a continuation-in-part application of U.S. patent application Ser. No. 10/056,405, filed Jan. 24, 2002, now U.S. Pat. No. 7,166,699, entitled &#x201C;Mosquito Olfactory Genes, Polypeptides, and Methods of Use Thereof,&#x201D; which is hereby incorporated by reference, which claims benefit of U.S. Provisional Patent Application Ser. No. 60/264,649, filed Jan. 26, 2001, entitled &#x201C;Mosquito Olfactory Genes, Polypeptides, and Methods of Use Thereof&#x201D; which is hereby incorporated by reference.Be it known that I, Laurence J. Zwiebel, a citizen of the United States, residing at 2512 Sunset Place, Nashville, Tenn. 37212, has invented a new and useful &#x201C;Method of Identifying Chemical Agents Which Stimulate Odorant Receptors of Sensory Neurons.&#x201D;",20040930,This invention was made with federal grant money under NIH grant R01 DC04692-01 and NSF grant 0075338. The United States Government has certain rights in this invention.,10056405,10954778,"",""
07314758,20080101,Nucleotide sequences encoding RAMOSA3 and sister of RAMOSA3 and methods of use for same,11327740,20060191040,20060824,"The invention relates to the isolation and characterization of a maize gene, RAMOSA3 (RA3), responsible for meristem development and inflorescence development including branching. The gene, gene product, and regulatory regions may be used to manipulate branching, meristem growth, inflorescence development and arrangement, and ultimately to improve yield of plants. The invention includes the gene and protein product as well as the use of the same for temporal and spatial expression in transgenic plants to alter plant morphology and affect yield in plants. The invention also includes the gene and protein product for SISTER OF RAMOSA3 (SRA).",[David Peter Jackson][Namiko Nagasawa][Nobuhiro Nagasawa][Hajime Sakai],[E.I. du Pont de Nemours and Company][Cold Spring Harbor Laboratory],"This application claims the benefit of U.S. Provisional Application No. 60/642,273, filed Jan. 7, 2005, and U.S. Provisional Application No. 60/739,857, filed Nov. 23, 2005, each of which is hereby incorporated by reference in its entirety.",20060106,"The invention described herein was made in whole or in part with government support under USDA Award No. 2005-02402 and NSF Award No. DBI-0110189 awarded by the United States Department of Agriculture and the National Science Foundation, respectively. The United States Government has certain rights in the invention.","","","",""
07315041,20080101,Switching devices based on half-metals,11134002,20050258416,20051124,"One embodiment of the present invention provides a switching device that can vary a spin-polarized current based on an input signal. The switching device comprises a first conducting region, a second conducting region, and a half-metal region interposed between the first conducting region and the second conducting region. The half-metal region comprises a material which, at the intrinsic Fermi level, has substantially zero available electronic states in a minority spin channel. Changing the voltage of the half-metal region with respect to the first conducting region moves its Fermi level with respect to the electron energy bands of the first conducting region, which changes the number of available electronic states in the majority spin channel, and in doing so, changes the majority-spin polarized current passing through the switching device.",[Ching Yao Fong][Meichun Qian][Lin H. Yang],[The Regents of the University of California],"This application hereby claims priority under 35 U.S.C. &#xA7;119 to U.S. Provisional Patent Application No. 60/573,069, filed on 21 May 2004, entitled &#x201C;Switching devices made of half metals,&#x201D; by inventors Ching Yao Fong, Meichun Qian, and Lin H. Yang.",20050520,"This invention was made with Government support under Grant Nos. 0225007 and 9872053, awarded by the National Science Foundation. The Government has certain rights in this invention.","","","",""
07315303,20080101,Hybrid meshes,10977555,"","","A method of forming a hybrid mesh representation of an object surface is provided, along with the hybrid mesh representation and data structures corresponding to various polygons in the hybrid mesh representation. The hybrid mesh representation comprises a base mesh and one or more higher level meshes. At least one of the higher level meshes representing a patch is an irregular mesh. The method of forming the hybrid mesh representation comprises the steps of forming a base mesh, and then forming one or more higher level meshes from the base mesh through one or more regular refinement operations in combination with at least one irregular operation.",[Igor Guskov][Andrei Khodakovsky][Peter Schröder][Wim Sweldens],"[California Institute of Technology][Lucent Technologies, Inc.]","This application is a continuation application of co-pending U.S. patent application Ser. No. 10/066,100 filed Jan. 30, 2002 now U.S. Pat. No. 7,006,008, which is hereby fully incorporated by reference herein as though set forth in full.",20041028,"The U.S. Government has certain rights in this invention pursuant to Grant Numbers ACI-9721349, DMS-9872890, ACI-9982273 awarded by the National Science Foundation.",10066100,10977555,"",""
07316967,20080108,Flow method and reactor for manufacturing noncrystals,11232022,20070197003,20070823,A population of nanocrystals having a narrow and controllable size distribution and can be prepared by a segmented-flow method.,[Brian Yen][Axel Guenther][Klavs F. Jensen][Moungi G. Bawendi][Martin Schmidt],[Massachusetts Institute of Technology],"This application claims priority under 35 U.S.C. 119(e) to U.S. Provisional Application Ser. No. 60/612,613, filed Sep. 24, 2004, the entire contents of which is hereby incorporated by reference.",20050922,This invention was made with government support under Contract No. DMR-0213282 from the National Science Foundation. The government may have certain rights in the invention.,"","","",""
07317540,20080108,Method of full-color optical coherence tomography,11290848,"","","Two-dimensional and three-dimensional optical coherence tomography is obtained by differential imaging of full-frame interference images using a white light source. Full-color tomographic imaging is also possible by processing the three-color channels of the interference images. A technique is described to obtain two-dimensional OCT images with full natural color representation. In a particular embodiment, the interference image is acquired using a color camera and the three-color channels are processed separately, recomposing the final image. In an additional embodiment, the interference images are acquired using separate red, blue and green light sources and the three color channels are combined to recompose the final image.",[Myung K. Kim][Lingfeng Yu],[University of South Florida],"This application is a continuation of prior application Ser. No. 11/063,499 filed on Feb. 22, 2005, now U.S. Pat. No. 7,095,503 B2, the contents of which are herein incorporated by reference, which application claims the benefit of priority to provisional Application No. 60/546,408 filed Feb. 20, 2004, entitled &#x201C;Method and Apparatus for Full-Color Two-Dimensional Optical Coherence Tomography,&#x201D; and to provisional Application No. 60/635,162 filed Dec. 10, 2004 entitled &#x201C;Full-Color Three-Dimensional Microscopy by Wide-Field Optical Coherence Tomography.&#x201D;",20051130,This invention was made with Government support under Grant No. DBI 0243237 awarded by the National Science Foundation. The Government has certain rights in the invention.,11063499,11290848,"",""
07317764,20080108,Method of signal transmission to multiple users from a multi-element array,10459900,20040253986,20041216,"A communication method is provided, in which a data vector u which contains respective signal data destined for each of a plurality of users is transmitted from multiple antennas or other transmitting elements. Prior to transmission, a perturbation vector τl is added to the data vector u, in which τ is a positive real number and each component of the vector l is a complex number whose real and imaginary parts are both integers. This perturbation is beneficial for improving the total rate of data transmission.",[Bertrand M Hochwald][Christian Bruce Peel],[Lucent Technologies Inc.],"",20030611,This invention was made with Government support under Wireless Initiative Grant CCR-9979452 and Information Technology Grant CCR-0081476 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
