patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
07472894,20090106,Engine carburetion,11426946,20080001315,20080103,"An emulsion tube for a carburetor is formed with a porous wall surrounding an inner passage, wherein air travels about one side of the wall and fuel travels about the opposite side, with air being supplied through the pores to aerate the fuel (with the aerated fuel then being expelled into a venturi wherein engine intake air is traveling to further mix the fuel with the intake air therein). The emulsion tube can beneficially provide a high degree of fuel/air mixing across the entire range of intake airstream flow rates at which an engine may operate. The porosity of the emulsion tube can also be tailored to provide the desired fuel/air ratio(s) across the engine's operational range of intake airstream flow rates.",[Timothy A. Shedd][Wayne L. Staats][Terry L. Hendricks],[Wisconsin Alumni Research Foundation],"",20060628,This invention was made with United States government support awarded by the following agencies:NSF Grant No(s).: 0134510The United States has certain rights in this invention.,"","","",""
07473028,20090106,Method and device for investigation of phase transformations in metals and alloys,11410277,"","","A device and method for investigating phase transformation properties and structural changes of materials. In one form, the device simulates actual thermal processing conditions, while the method can be used in both simulations as well as in actual processing conditions. An analysis using at least one of the device and method is referred to as a single sensor differential thermal analysis, as it compares the temperature recorded in a measured specimen against a reference thermal history without requiring the derivation of the reference thermal history from measured reference temperatures.",[Boian Todorov Alexandrov][John C. Lippold][Seth Jason Norton],[The Ohio State University],"This application claims the benefit of the filing date of U.S. Provisional Application No. 60/673,879, filed Apr. 22, 2005.",20060424,This invention was supported by the government under Contract No. DGE-0312160 awarded by the National Science Foundation (NSF). The government has certain rights in the invention.,"","","",""
07473411,20090106,Carbon nanotube foam and method of making and using thereof,11005474,20060073089,20060406,"A method of making a carbon nanotube structure includes providing an array of substantially aligned carbon nanotubes, wetting the array with a liquid, and evaporating the liquid to form the carbon nanotube structure having a pattern in the carbon nanotube array. The structure is preferably a carbon nanotube foam.",[Pulickel Ajayan][Alvaro Carrillo][Nirupama Chakrapani][Ravi S. Kane][Bingqing Wei],[Rensselaer Polytechnic Institute],"",20041207,The U.S. government may have certain rights in this invention pursuant to grant number DMR-0408745 from the National Science Foundation and the NSEC.,"","","",""
07473786,20090106,Methods and systems for preparing fused heterocyclic compounds using copper(I) catalysts,11005365,"","","A copper(I)-catalyzed procedure for the synthesis of benzo[b]heterocycles. This protocol can be used to synthesize a variety of 2-arylbenzo[b]furans and indoles in good to excellent yields. This method can tolerate a variety of functional groups, does not require the use of expensive additives and is palladium-free.",[Dhandapani Venkataraman][Craig G. Bates][Pranorm Saejueng],[University of Massachusetts],"This application claims priority benefit from application Ser. No. 60/527,559 filed Dec. 5, 2003, the entirety of which is incorporated herein by reference.",20041206,The United States government has certain rights to this invention pursuant to Grant No. CHE-0134287 form the National Science Foundation to the University of Massachusetts.,"","","",""
07473797,20090106,"Methods of 1,3-enyne preparation using copper (I) catalysts",11115502,20050255575,20051117,"A copper(I) bi-dentate ligand complex-catalyzed procedure for synthesis of 1,3-enynes. The methods and/or systems of this invention afford a variety of enynes, tolerate a variety of sensitive functional groups, and can be employed without resort to expensive palladium reagents.",[Dhandapani Venkataraman][Craig G. Bates][Pranorm Saejueng],[University of Massachusetts],"This application claims priority benefit of U.S. application Ser. No. 60/565,620, filed Apr. 27, 2004, the entirety of which is incorporated herein by reference.",20050427,The United States government has certain rights to this invention pursuant to Grant No. CHE-0134287 from the National Science Foundation to the University of Massachusetts.,"","","",""
07473914,20090106,System and method for producing terahertz radiation,11186429,20060022151,20060202,"An apparatus for producing an annular electron beam comprises a cathode for generating electrons, a cavity having an annular shape and operable to receive the electrons, an energy input coupled to the cavity, where the energy input is operable to supply Radio Frequency (RF) energy at the cavity and an energy output coupled to the cavity and operable to receive accelerated electrons from the cavity and operable to output the accelerated electrons as an annular electron beam.","[Alan M. Todd][Hans Peter Bluem][Robert Henry Jackson, Jr.]","[Advanced Energy Systems, Inc.]","This is a continuation-in-part of U.S. patent application, entitled SYSTEM AND METHOD FOR PRODUCING TERAHERTZ RADIATION, and Ser. No. 10/903,840, filed Jul. 30, 2004 by Alan M. Todd, et al.",20050721,The subject matter of this application is related to a Small Business Innovation Research project funded by the National Science Foundation under award number 0318910. The government may have certain rights in this invention.,10903840,11186429,"",""
07474657,20090106,Partitioning methods for dynamic router tables,10718842,20040141509,20040722,"Systems and methods for improving the performance of dynamic router table data structures are provided. The invention relates to methods and systems for partitioning prefixes or prefix-based intervals. In one embodiment, priority search tree router data structures are applied to prefix partitions of the present invention. In another embodiment, basic-interval tree and prefix tree data structures are applied to interval partitions of the present invention.",[Sartaj Kumar Sahni][Haibin Lu][Kun Suk Kim],"[University of Florida Research Foundation, Inc.]","This application is a continuation-in-part application of co-pending U.S. application Ser. No. 10/426,423, filed Apr. 30, 2003; which claims the benefit of U.S. Provisional application No. 60/376,853, filed Apr. 30, 2002.",20031121,"This invention was made in part with funding under a funding grant, No. CCR9912395, from the National Science Foundation. The government has certain rights in the invention.",10426423,10718842,"",""
07476257,20090113,Methods to engineer stratified cartilage tissue,10244035,20030077821,20030424,"The present invention is directed to a cultured, stratified cartilage tissue that comprises a tissue-engineered, cohesive cartilage construct comprised of two or more cartilage layers, wherein each cartilage layer comprises chondrogenic cells having a chondrocytic phenotype corresponding to chondrocytes present in: a superficial-tangential zone of natural cartilage; a middle-transitional zone of natural cartilage; a deep-radial zone of natural cartilage; or a calcified cartilage zone of natural cartilage.",[Robert L. Sah][Kelvin W. Li][Travis J. Klein][Barbara L. Schumacher][Koichi Masuda][Eugene J-M. A. Thonar],[Rush University Medical Center][The Regents of the University of California],"This application claims priority to U.S. patent applications Ser. No. 60/322,888, filed Sep. 15, 2001 and 60/382,438, filed May 22, 2002, the entire contents of both of which are hereby entirely incorporated by reference.",20020913,This invention was made with government support under Grant Number BES-9987353 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
07476345,20090113,Layer by layer self-assembly of large response molecular electro-optic materials by a desilylation strategy,11054962,20060088717,20060427,"The preparation of robust, thin film materials with large second-order optical nonlinearities through the covalent self-assembly of chromophoric compositions and innovative use of silyl chemistry.",[Tobin J. Marks][Milko E. van der Boom],[Northwestern University],"This application is a division of and claims priority benefit from application Ser. No. 09/815,951 filed Mar. 22, 2001, and to issue as U.S. Pat. No. 6,855,274 on Feb. 15, 2005, which in turn claim priority benefit from provisional application Ser. No. 60/191,360, filed on Mar. 22, 2000, the entirety of each is incorporated herein by reference.",20050210,"The United States government has rights in this invention pursuant to Grant No. DMR 9632472 from the National Science Foundation and Grant No. ONR N00014-95-1-1219 from the Office of Naval Research, both to Northwestern University.",09815951,11054962,"",""
07476500,20090113,In vivo selection system for enzyme activity,10102056,"","","The present invention provides in vivo systems in which activity of a biological cleavage enzyme, such as a site-specific recombinase, a homing endonuclease, or an intein, is linked to cell viability and therefore can be selected. The invention further provides methods of making cells in which the activity of a biological cleavage enzyme is linked to viability, as well as methods of identifying new biological cleavage enzymes, including enzymes having altered site specificity, using such cells.",[David R. Liu][Zev Gartner][Daniel M. Rosenbaum][Mathias Gruen][Jeffrey Doyon],[President and Fellows of Harvard College],"The present application claims priority under 35 U.S.C. &#xA7; 119(e) to U.S. Provisional patent applications 60/277,094, filed Mar. 19, 2001, entitled &#x201C;Approaches to Generating New Molecular Function&#x201D;; 60/306,691, filed Jul. 20, 2001, entitled &#x201C;Approaches to Generating New Molecular Function&#x201D;, and 60/353,565, filed Feb. 1, 2002, entitled &#x201C;In Vivo Selection System for Homing Endonuclease Activity&#x201D; and the entire contents of each of these applications are hereby incorporated by reference.",20020319,This invention was sponsored by NSF grant no. MCB-0094128 and the government has certain rights to the invention.,"","","",""
